,Ano,Mes,Pais,Produto,Devolvidos
1883,2011,4,United Kingdom,DAIRY MAID TOASTRACK,-2
1884,2011,4,United Kingdom,DAMAGED,-1
1885,2011,4,United Kingdom,DANISH ROSE BEDSIDE CABINET,-1
1886,2011,4,United Kingdom,DANISH ROSE DECORATIVE PLATE,-6
1887,2011,4,United Kingdom,DANISH ROSE PHOTO FRAME,-6
1888,2011,4,United Kingdom,DECORATIVE HANGING SHELVING UNIT,-1
1889,2011,4,United Kingdom,DECORATIVE PLANT POT WITH FRIEZE,-2
1890,2011,4,United Kingdom,DELUXE SEWING KIT ,-9
1891,2011,4,United Kingdom,DO NOT TOUCH MY STUFF DOOR HANGER ,-1
1892,2011,4,United Kingdom,DOORMAT FAIRY CAKE,-670
1893,2011,4,United Kingdom,DOORMAT HEARTS,-1
1894,2011,4,United Kingdom,DOORMAT HOME SWEET HOME BLUE ,-2
1895,2011,4,United Kingdom,Damaged,-137
1896,2011,4,United Kingdom,Discount,-3
1897,2011,4,United Kingdom,Display,-150
1898,2011,4,United Kingdom,EASTER TIN BUNNY BOUQUET,-6
1899,2011,4,United Kingdom,EASTER TIN KEEPSAKE,-3
1900,2011,4,United Kingdom,EDWARDIAN PARASOL BLACK,-2
1901,2011,4,United Kingdom,ENAMEL BREAD BIN CREAM,-2
1902,2011,4,United Kingdom,ENAMEL FLOWER JUG CREAM,-6
1903,2011,4,United Kingdom,EUCALYPTUS & PINECONE  WREATH,-6
1904,2011,4,United Kingdom,FAIRY CAKE BIRTHDAY CANDLE SET,-2
1905,2011,4,United Kingdom,FAIRY CAKE FLANNEL ASSORTED COLOUR,-3114
1906,2011,4,United Kingdom,FAIRY CAKES NOTEBOOK A7 SIZE,-16
1907,2011,4,United Kingdom,FAIRY SOAP SOAP HOLDER,-1
1908,2011,4,United Kingdom,FAMILY PHOTO FRAME CORNICE,-3
1909,2011,4,United Kingdom,FELTCRAFT 6 FLOWER FRIENDS,-6
1910,2011,4,United Kingdom,FELTCRAFT BUTTERFLY HEARTS,-12
1911,2011,4,United Kingdom,FELTCRAFT DOLL ROSIE,-6
1912,2011,4,United Kingdom,FELTCRAFT PRINCESS LOLA DOLL,-2
1913,2011,4,United Kingdom,FLOWER VINE RAFFIA FOOD COVER,-1
1914,2011,4,United Kingdom,FOUR HOOK  WHITE LOVEBIRDS,-1
1915,2011,4,United Kingdom,FRENCH BATHROOM SIGN BLUE METAL,-4
1916,2011,4,United Kingdom,FRENCH BLUE METAL DOOR SIGN 3,-1
1917,2011,4,United Kingdom,FRENCH ENAMEL CANDLEHOLDER,-1
1918,2011,4,United Kingdom,FRENCH KITCHEN SIGN BLUE METAL,-3
1919,2011,4,United Kingdom,FRENCH STYLE EMBOSSED HEART CABINET,-1
1920,2011,4,United Kingdom,FRENCH TOILET SIGN BLUE METAL,-1
1921,2011,4,United Kingdom,FULL ENGLISH BREAKFAST PLATE,-4
1922,2011,4,United Kingdom,GARDENIA 3 WICK MORRIS BOXED CANDLE,-4
1923,2011,4,United Kingdom,GIN + TONIC DIET METAL SIGN,-2001
1924,2011,4,United Kingdom,GLASS CHALICE BLUE SMALL ,-9
1925,2011,4,United Kingdom,GLASS CHALICE GREEN  LARGE ,-7
1926,2011,4,United Kingdom,GLASS HEART T-LIGHT HOLDER ,-2
1927,2011,4,United Kingdom,GLASS JAR DIGESTIVE BISCUITS,-3
1928,2011,4,United Kingdom,GLASS JAR ENGLISH CONFECTIONERY,-18
1929,2011,4,United Kingdom,GLITTER HANGING BUTTERFLY STRING,-2
1930,2011,4,United Kingdom,GLITTER HEART GARLAND WITH BELLS ,-6
1931,2011,4,United Kingdom,GOLD SCROLL GLASS T-LIGHT HOLDER,-3
1932,2011,4,United Kingdom,GRAND CHOCOLATECANDLE,-3
1933,2011,4,United Kingdom,GREEN REGENCY TEACUP AND SAUCER,-7
1934,2011,4,United Kingdom,GROW YOUR OWN FLOWERS SET OF 3,-1
1935,2011,4,United Kingdom,GROW YOUR OWN HERBS SET OF 3,-2
1936,2011,4,United Kingdom,GUMBALL COAT RACK,-36
1937,2011,4,United Kingdom,GUMBALL MONOCHROME COAT RACK,-1
1938,2011,4,United Kingdom,GYMKHANA TREASURE BOOK BOX,-6
1939,2011,4,United Kingdom,HAND OVER THE CHOCOLATE   SIGN ,-26
1940,2011,4,United Kingdom,HANGING FAIRY CAKE DECORATION,-6
1941,2011,4,United Kingdom,HANGING HEART JAR T-LIGHT HOLDER,-5
1942,2011,4,United Kingdom,HANGING HEART ZINC T-LIGHT HOLDER,-1
1943,2011,4,United Kingdom,HANGING JAM JAR T-LIGHT HOLDER,-1
1944,2011,4,United Kingdom,HEART GARLAND RUSTIC PADDED,-8
1945,2011,4,United Kingdom,HEART OF WICKER LARGE,-1
1946,2011,4,United Kingdom,HEART OF WICKER SMALL,-2
1947,2011,4,United Kingdom,HEN HOUSE DECORATION,-1
1948,2011,4,United Kingdom,HOME BUILDING BLOCK WORD,-1
1949,2011,4,United Kingdom,HOME SWEET HOME MUG,-2
1950,2011,4,United Kingdom,HOT BATHS METAL SIGN,-3
1951,2011,4,United Kingdom,I CAN ONLY PLEASE ONE PERSON MUG,-12
1952,2011,4,United Kingdom,ICE CREAM SUNDAE LIP GLOSS,-4
1953,2011,4,United Kingdom,IF YOU CAN'T STAND THE HEAT MUG,-72
1954,2011,4,United Kingdom,IVORY DINER WALL CLOCK,-3
1955,2011,4,United Kingdom,IVORY SWEETHEART WIRE LETTER RACK ,-2
1956,2011,4,United Kingdom,IVORY WIRE KITCHEN ORGANISER,-1
1957,2011,4,United Kingdom,JAM JAR WITH PINK LID,-5
1958,2011,4,United Kingdom,JAM MAKING SET PRINTED,-12
1959,2011,4,United Kingdom,JAM MAKING SET WITH JARS,-25
1960,2011,4,United Kingdom,JIGSAW RABBIT AND BIRDHOUSE,-6
1961,2011,4,United Kingdom,JIGSAW TREE WITH BIRDHOUSE,-16
1962,2011,4,United Kingdom,JUMBO BAG PINK POLKADOT,-10
1963,2011,4,United Kingdom,JUMBO BAG PINK VINTAGE PAISLEY,-10
1964,2011,4,United Kingdom,JUMBO BAG RED RETROSPOT,-4
1965,2011,4,United Kingdom,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-11
1966,2011,4,United Kingdom,JUMBO BAG SPACEBOY DESIGN,-10
1967,2011,4,United Kingdom,JUMBO BAG TOYS ,-2
1968,2011,4,United Kingdom,JUMBO BAG WOODLAND ANIMALS,-1
1969,2011,4,United Kingdom,JUMBO SHOPPER VINTAGE RED PAISLEY,-1
1970,2011,4,United Kingdom,JUMBO STORAGE BAG SKULLS,-1
1971,2011,4,United Kingdom,JUMBO STORAGE BAG SUKI,-10
1972,2011,4,United Kingdom,KNICKERBOCKERGLORY MAGNET ASSORTED ,-19
1973,2011,4,United Kingdom,LANTERN CREAM GAZEBO ,-4
1974,2011,4,United Kingdom,LARGE CAKE STAND  HANGING STRAWBERY,-1
1975,2011,4,United Kingdom,LARGE CAKE STAND HANGING HEARTS,-6
1976,2011,4,United Kingdom,LARGE CIRCULAR MIRROR MOBILE,-74
1977,2011,4,United Kingdom,LARGE RED BABUSHKA NOTEBOOK ,-1
1978,2011,4,United Kingdom,LAUNDRY 15C METAL SIGN,-1
1979,2011,4,United Kingdom,LUNCH BAG APPLE DESIGN,-5
1980,2011,4,United Kingdom,LUNCH BAG RED RETROSPOT,-1
1981,2011,4,United Kingdom,LUNCH BAG SPACEBOY DESIGN ,-2
1982,2011,4,United Kingdom,LUNCH BAG SUKI DESIGN ,-1
1983,2011,4,United Kingdom,LUNCH BAG WOODLAND,-3
1984,2011,4,United Kingdom,LUNCH BOX I LOVE LONDON,-64
1985,2011,4,United Kingdom,LUNCH BOX WITH CUTLERY RETROSPOT ,-1
1986,2011,4,United Kingdom,MA CAMPAGNE CUTLERY BOX,-2
1987,2011,4,United Kingdom,MAGIC DRAWING SLATE BAKE A CAKE ,-24
1988,2011,4,United Kingdom,MEASURING TAPE BABUSHKA BLUE,-1
1989,2011,4,United Kingdom,"MERCHANT CHANDLER CREDIT ERROR, STO",-576
1990,2011,4,United Kingdom,MINI CAKE STAND  HANGING STRAWBERY,-7
1991,2011,4,United Kingdom,MINI CAKE STAND T-LIGHT HOLDER,-3
1992,2011,4,United Kingdom,MINI CAKE STAND WITH HANGING CAKES,-9
1993,2011,4,United Kingdom,MINI WOODEN HAPPY BIRTHDAY GARLAND,-24
1994,2011,4,United Kingdom,MINT KITCHEN SCALES,-1
1995,2011,4,United Kingdom,MIRRORED DISCO BALL ,-4
1996,2011,4,United Kingdom,MOBILE VINTAGE HEARTS ,-3
1997,2011,4,United Kingdom,MULTICOLOUR 3D BALLS GARLAND,-5
1998,2011,4,United Kingdom,Manual,-22
1999,2011,4,United Kingdom,Missing,-65
2000,2011,4,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,-3
2001,2011,4,United Kingdom,NATURAL SLATE HEART CHALKBOARD ,-7
2002,2011,4,United Kingdom,NATURAL SLATE RECTANGLE CHALKBOARD,-2
2003,2011,4,United Kingdom,NO SINGING METAL SIGN,-24
2004,2011,4,United Kingdom,OFFICE MUG WARMER BLACK+SILVER ,-1
2005,2011,4,United Kingdom,PACK OF 20 NAPKINS PANTRY DESIGN,-8
2006,2011,4,United Kingdom,PACK OF 60 PINK PAISLEY CAKE CASES,-24
2007,2011,4,United Kingdom,PACK OF 72 RETROSPOT CAKE CASES,-48
2008,2011,4,United Kingdom,PANTRY ROLLING PIN,-6
2009,2011,4,United Kingdom,PAPER BUNTING COLOURED LACE,-15
2010,2011,4,United Kingdom,PAPER BUNTING RETROSPOT,-11
2011,2011,4,United Kingdom,PAPER BUNTING WHITE LACE,-23
2012,2011,4,United Kingdom,PAPER CHAIN KIT 50'S CHRISTMAS ,-40
2013,2011,4,United Kingdom,PAPER CHAIN KIT EMPIRE,-5
2014,2011,4,United Kingdom,PARTY BUNTING,-108
2015,2011,4,United Kingdom,PARTY METAL SIGN ,-12
2016,2011,4,United Kingdom,PARTY PIZZA DISH BLUE POLKADOT,-18
2017,2011,4,United Kingdom,PARTY PIZZA DISH RED RETROSPOT,-18
2018,2011,4,United Kingdom,PHOTO FRAME 3 CLASSIC HANGING,-4
2019,2011,4,United Kingdom,PICNIC BASKET WICKER LARGE,-16
2020,2011,4,United Kingdom,PICNIC BASKET WICKER SMALL,-4
2021,2011,4,United Kingdom,PIG KEYRING WITH LIGHT & SOUND ,-24
2022,2011,4,United Kingdom,PIGGY BANK RETROSPOT ,-6
2023,2011,4,United Kingdom,PINK  POLKADOT CUP,-20
2024,2011,4,United Kingdom,PINK  POLKADOT PLATE ,-8
2025,2011,4,United Kingdom,PINK DOUGHNUT TRINKET POT ,-5
2026,2011,4,United Kingdom,PINK POLKADOT BOWL,-5
2027,2011,4,United Kingdom,PINK POLKADOT CHILDRENS UMBRELLA,-1
2028,2011,4,United Kingdom,PINK REGENCY TEACUP AND SAUCER,-8
2029,2011,4,United Kingdom,PINK SMALL GLASS CAKE STAND,-3
2030,2011,4,United Kingdom,PLACE SETTING WHITE HEART,-432
2031,2011,4,United Kingdom,PLACE SETTING WHITE STAR,-1
2032,2011,4,United Kingdom,PLASMATRONIC LAMP,-4
2033,2011,4,United Kingdom,PLASTERS IN TIN STRONGMAN,-2
2034,2011,4,United Kingdom,PLASTERS IN TIN VINTAGE PAISLEY ,-9
2035,2011,4,United Kingdom,PLEASE ONE PERSON METAL SIGN,-4
2036,2011,4,United Kingdom,POLKADOT COFFEE CUP & SAUCER PINK,-5
2037,2011,4,United Kingdom,POPPY'S PLAYHOUSE BEDROOM ,-6
2038,2011,4,United Kingdom,POPPY'S PLAYHOUSE KITCHEN,-7
2039,2011,4,United Kingdom,POPPY'S PLAYHOUSE LIVINGROOM ,-6
2040,2011,4,United Kingdom,POSSIBLE DAMAGES OR LOST?,-750
2041,2011,4,United Kingdom,POSTAGE,-5
2042,2011,4,United Kingdom,POTTERING MUG,-3
2043,2011,4,United Kingdom,POTTING SHED TEA MUG,-2
2044,2011,4,United Kingdom,RECIPE BOX BLUE SKETCHBOOK DESIGN,-6
2045,2011,4,United Kingdom,RECIPE BOX PANTRY YELLOW DESIGN,-13
2046,2011,4,United Kingdom,RECIPE BOX RETROSPOT ,-7
2047,2011,4,United Kingdom,RECYCLED ACAPULCO MAT BLUE,-1
2048,2011,4,United Kingdom,RECYCLED ACAPULCO MAT GREEN,-1
2049,2011,4,United Kingdom,RECYCLED ACAPULCO MAT LAVENDER,-1
2050,2011,4,United Kingdom,RECYCLED ACAPULCO MAT PINK,-1
2051,2011,4,United Kingdom,RECYCLED ACAPULCO MAT RED,-1
2052,2011,4,United Kingdom,RECYCLED ACAPULCO MAT TURQUOISE,-1
2053,2011,4,United Kingdom,RED DINER WALL CLOCK,-1
2054,2011,4,United Kingdom,RED KITCHEN SCALES,-1
2055,2011,4,United Kingdom,RED POLKADOT BEAKER ,-12
2056,2011,4,United Kingdom,RED RETROSPOT BOWL,-12
2057,2011,4,United Kingdom,RED RETROSPOT BUTTER DISH,-6
2058,2011,4,United Kingdom,RED RETROSPOT CHARLOTTE BAG,-1
2059,2011,4,United Kingdom,RED RETROSPOT CHILDRENS UMBRELLA,-1
2060,2011,4,United Kingdom,RED RETROSPOT CUP,-20
2061,2011,4,United Kingdom,RED RETROSPOT MUG,-2
2062,2011,4,United Kingdom,RED RETROSPOT OVEN GLOVE ,-200
2063,2011,4,United Kingdom,RED RETROSPOT PEG BAG,-201
2064,2011,4,United Kingdom,RED RETROSPOT PLATE ,-10
2065,2011,4,United Kingdom,RED RETROSPOT SHOPPER BAG,-1
2066,2011,4,United Kingdom,RED RETROSPOT SHOPPING BAG,-6
2067,2011,4,United Kingdom,RED SPOT CERAMIC DRAWER KNOB,-1
2068,2011,4,United Kingdom,RED STRIPE CERAMIC DRAWER KNOB,-1
2069,2011,4,United Kingdom,REGENCY CAKESTAND 3 TIER,-40
2070,2011,4,United Kingdom,RETRO PLASTIC ELEPHANT TRAY,-12
2071,2011,4,United Kingdom,RETROSPOT CHILDRENS APRON,-8
2072,2011,4,United Kingdom,RETROSPOT LAMP,-2
2073,2011,4,United Kingdom,RETROSPOT PARTY BAG + STICKER SET,-1
2074,2011,4,United Kingdom,RETROSPOT TEA SET CERAMIC 11 PC ,-1
2075,2011,4,United Kingdom,REX CASH+CARRY JUMBO SHOPPER,-1
2076,2011,4,United Kingdom,ROSE COTTAGE KEEPSAKE BOX ,-7
2077,2011,4,United Kingdom,ROSE SCENT CANDLE JEWELLED DRAWER,-1
2078,2011,4,United Kingdom,ROSES REGENCY TEACUP AND SAUCER ,-2
2079,2011,4,United Kingdom,ROUND CAKE TIN VINTAGE GREEN,-2
2080,2011,4,United Kingdom,SCOTTIES DESIGN WASHBAG,-1
2081,2011,4,United Kingdom,SET 6 FOOTBALL CELEBRATION CANDLES,-1
2082,2011,4,United Kingdom,SET OF 16 VINTAGE PISTACHIO CUTLERY,-3
2083,2011,4,United Kingdom,SET OF 36 PAISLEY FLOWER DOILIES,-12
2084,2011,4,United Kingdom,SET OF 5 MINI GROCERY MAGNETS,-12
2085,2011,4,United Kingdom,SET OF 6 SPICE TINS PANTRY DESIGN,-4
2086,2011,4,United Kingdom,SET OF 72 RETROSPOT PAPER  DOILIES,-96
2087,2011,4,United Kingdom,SET OF SALT AND PEPPER TOADSTOOLS,-1
2088,2011,4,United Kingdom,SET/2 RED RETROSPOT TEA TOWELS ,-100
2089,2011,4,United Kingdom,SET/3 POT PLANT CANDLES,-5
2090,2011,4,United Kingdom,SET/3 ROSE CANDLE IN JEWELLED BOX,-1
2091,2011,4,United Kingdom,SET/4 BLUE FLOWER CANDLES IN BOWL,-2
2092,2011,4,United Kingdom,SET/6 PINK  BUTTERFLY T-LIGHTS,-1
2093,2011,4,United Kingdom,SILVER HANGING T-LIGHT HOLDER,-21
2094,2011,4,United Kingdom,SILVER PHOTO FRAME,-1
2095,2011,4,United Kingdom,SILVER ROCOCO CANDLE STICK,-2
2096,2011,4,United Kingdom,SKULLS PARTY BAG + STICKER SET,-1
2097,2011,4,United Kingdom,SMALL DOLLY MIX DESIGN ORANGE BOWL,-16
2098,2011,4,United Kingdom,SMALL GLASS HEART TRINKET POT,-26
2099,2011,4,United Kingdom,SMALL MARSHMALLOWS PINK BOWL,-16
2100,2011,4,United Kingdom,SMALL POPCORN HOLDER,-13
2101,2011,4,United Kingdom,SMALL RED RETROSPOT WINDMILL,-2
2102,2011,4,United Kingdom,SMALL TAHITI BEACH BAG,-1
2103,2011,4,United Kingdom,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,-3
2104,2011,4,United Kingdom,STRAWBERRY   PICNIC BAG,-10
2105,2011,4,United Kingdom,STRAWBERRY CERAMIC TRINKET BOX,-22
2106,2011,4,United Kingdom,STRAWBERRY CHARLOTTE BAG,-3
2107,2011,4,United Kingdom,STRAWBERRY FAIRY CAKE TEAPOT,-6
2108,2011,4,United Kingdom,STRAWBERRY RAFFIA FOOD COVER,-1
2109,2011,4,United Kingdom,STRIPY DESIGN SHOWER CAP,-1
2110,2011,4,United Kingdom,SUMMER FUN DESIGN SHOWER CAP,-2
2111,2011,4,United Kingdom,SWEETHEART CAKESTAND 3 TIER,-1
2112,2011,4,United Kingdom,SWEETHEART CERAMIC TRINKET BOX,-9
2113,2011,4,United Kingdom,SWEETHEART KEY CABINET,-1
2114,2011,4,United Kingdom,SWEETHEART WIRE WALL TIDY,-2
2115,2011,4,United Kingdom,TEA FOR ONE POLKADOT,-2
2116,2011,4,United Kingdom,TEA TIME PARTY BUNTING,-1302
2117,2011,4,United Kingdom,TOILET METAL SIGN,-2
2118,2011,4,United Kingdom,TOTE BAG I LOVE LONDON,-12
2119,2011,4,United Kingdom,TOY TIDY PINK POLKADOT,-10
2120,2011,4,United Kingdom,TRAVEL CARD WALLET KEEP CALM,-1
2121,2011,4,United Kingdom,TRAVEL CARD WALLET PANTRY,-6
2122,2011,4,United Kingdom,TRAVEL CARD WALLET SKULLS,-8
2123,2011,4,United Kingdom,TRAVEL CARD WALLET UNION JACK,-2
2124,2011,4,United Kingdom,TREASURE ISLAND BOOK BOX,-8
2125,2011,4,United Kingdom,TWO DOOR CURIO CABINET,-3
2126,2011,4,United Kingdom,VICTORIAN GLASS HANGING T-LIGHT,-36
2127,2011,4,United Kingdom,VICTORIAN SEWING KIT,-48
2128,2011,4,United Kingdom,VINTAGE BLUE KITCHEN CABINET,-1
2129,2011,4,United Kingdom,VINTAGE CREAM CAT FOOD CONTAINER,-1
2130,2011,4,United Kingdom,VINTAGE CREAM DOG FOOD CONTAINER,-5
2131,2011,4,United Kingdom,VINTAGE RED KITCHEN CABINET,-1
2132,2011,4,United Kingdom,VINTAGE SNAP CARDS,-12
2133,2011,4,United Kingdom,VINTAGE UNION JACK CUSHION COVER,-1
2134,2011,4,United Kingdom,VINTAGE UNION JACK PENNANT,-5
2135,2011,4,United Kingdom,VINYL RECORD FRAME SILVER,-1
2136,2011,4,United Kingdom,WHITE BAMBOO RIBS LAMPSHADE,-2
2137,2011,4,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,-1936
2138,2011,4,United Kingdom,WHITE METAL LANTERN,-1
2139,2011,4,United Kingdom,"WHITE TEA,COFFEE,SUGAR JARS",-8
2140,2011,4,United Kingdom,WHITE WOOD GARDEN PLANT LADDER,-2
2141,2011,4,United Kingdom,WOOD 2 DRAWER CABINET WHITE FINISH,-23
2142,2011,4,United Kingdom,WOOD S/3 CABINET ANT WHITE FINISH,-1
2143,2011,4,United Kingdom,WOODEN CROQUET GARDEN SET,-1
2144,2011,4,United Kingdom,WOODEN FRAME ANTIQUE WHITE ,-1
2145,2011,4,United Kingdom,WOODEN PICTURE FRAME WHITE FINISH,-2
2146,2011,4,United Kingdom,WOODEN UNION JACK BUNTING,-3
2147,2011,4,United Kingdom,WORLD WAR 2 GLIDERS ASSTD DESIGNS,-96
2148,2011,4,United Kingdom,YOU'RE CONFUSING ME METAL SIGN ,-1
2149,2011,4,United Kingdom,ZINC WILLIE WINKIE  CANDLE STICK,-12
2150,2011,4,United Kingdom,adjust,-53
2151,2011,4,United Kingdom,crushed,-4
2152,2011,4,United Kingdom,damaged,-64
2153,2011,4,United Kingdom,damages,-140
2154,2011,4,United Kingdom,mystery! Only ever imported 1800,-1479
2155,2011,4,United Kingdom,wrong code,-110
2156,2011,4,United Kingdom,wrong code?,-100
2157,2011,5,Australia,EASTER TIN BUNNY BOUQUET,-6
2158,2011,5,Belgium,GRAND CHOCOLATECANDLE,-2
2159,2011,5,Belgium,ROTATING LEAVES T-LIGHT HOLDER,-2
2160,2011,5,Channel Islands,LARGE ANTIQUE WHITE PHOTO FRAME,-1
2161,2011,5,Channel Islands,Manual,-1
2162,2011,5,Channel Islands,PIGGY BANK RETROSPOT ,-1
2163,2011,5,EIRE,GLASS  BEURRE DISH,-1
2164,2011,5,EIRE,JAM MAKING SET PRINTED,-4
2165,2011,5,EIRE,MONTANA DIAMOND CLUSTER EARRINGS,-1
2166,2011,5,EIRE,PARISIENNE SEWING BOX,-1
2167,2011,5,EIRE,SET OF 5 LUCKY CAT MAGNETS ,-12
2168,2011,5,EIRE,SWEETHEART CAKESTAND 3 TIER,-2
2169,2011,5,EIRE,TRIPLE PHOTO FRAME CORNICE ,-1
2170,2011,5,EIRE,"WHITE TEA,COFFEE,SUGAR JARS",-4
2171,2011,5,France,BLACK KITCHEN SCALES,-2
2172,2011,5,France,BREAD BIN DINER STYLE PINK,-1
2173,2011,5,France,COFFEE MUG APPLES DESIGN,-2
2174,2011,5,France,POSTAGE,-2
2175,2011,5,France,REGENCY CAKESTAND 3 TIER,-1
2176,2011,5,Germany,3 HOOK HANGER MAGIC GARDEN,-5
2177,2011,5,Germany,BREAD BIN DINER STYLE IVORY,-1
2178,2011,5,Germany,BREAD BIN DINER STYLE MINT,-1
2179,2011,5,Germany,FELTCRAFT GIRL AMELIE KIT,-2
2180,2011,5,Germany,GLASS  BEURRE DISH,-2
2181,2011,5,Germany,GUMBALL COAT RACK,-5
2182,2011,5,Germany,JAM JAR WITH GREEN LID,-2
2183,2011,5,Germany,JAM JAR WITH PINK LID,-10
2184,2011,5,Germany,JUMBO BAG APPLES,-4
2185,2011,5,Germany,PARISIENNE CURIO CABINET,-1
2186,2011,5,Germany,POSTAGE,-1
2187,2011,5,Germany,RED KITCHEN SCALES,-1
2188,2011,5,Germany,REGENCY CAKESTAND 3 TIER,-2
2189,2011,5,Germany,ROUND SNACK BOXES SET OF4 WOODLAND ,-3
2190,2011,5,Germany,WATERING CAN BLUE ELEPHANT,-2
2191,2011,5,Germany,WATERING CAN GREEN DINOSAUR,-2
2192,2011,5,Germany,WOODEN CROQUET GARDEN SET,-2
2193,2011,5,Portugal,Manual,-5
2194,2011,5,Sweden,WOODEN OWLS LIGHT GARLAND ,-4
2195,2011,5,Switzerland,RED RETROSPOT CAKE STAND,-3
2196,2011,5,Switzerland,SWEETHEART CAKESTAND 3 TIER,-1
2197,2011,5,United Kingdom,,-3163
2198,2011,5,United Kingdom, OVAL WALL MIRROR DIAMANTE ,-1
2199,2011,5,United Kingdom, SET 2 TEA TOWELS I LOVE LONDON ,-6
2200,2011,5,United Kingdom,12 PENCILS SMALL TUBE RED RETROSPOT,-24
2201,2011,5,United Kingdom,12 PENCILS TALL TUBE RED RETROSPOT,-1
2202,2011,5,United Kingdom,12 PENCILS TALL TUBE SKULLS,-1
2203,2011,5,United Kingdom,12 PENCILS TALL TUBE WOODLAND,-2
2204,2011,5,United Kingdom,3 TIER CAKE TIN GREEN AND CREAM,-2
2205,2011,5,United Kingdom,3 TIER CAKE TIN RED AND CREAM,-4
2206,2011,5,United Kingdom,36 PENCILS TUBE RED RETROSPOT,-16
2207,2011,5,United Kingdom,6 EGG HOUSE PAINTED WOOD,-2
2208,2011,5,United Kingdom,?,-212
2209,2011,5,United Kingdom,AIRLINE BAG VINTAGE TOKYO 78,-2
2210,2011,5,United Kingdom,ALARM CLOCK BAKELIKE CHOCOLATE,-2
2211,2011,5,United Kingdom,ALARM CLOCK BAKELIKE GREEN,-1
2212,2011,5,United Kingdom,ALARM CLOCK BAKELIKE IVORY,-2
2213,2011,5,United Kingdom,ALARM CLOCK BAKELIKE ORANGE,-2
2214,2011,5,United Kingdom,ALARM CLOCK BAKELIKE PINK,-1
2215,2011,5,United Kingdom,AMAZON FEE,-2
2216,2011,5,United Kingdom,ANTIQUE GLASS DRESSING TABLE POT,-4
2217,2011,5,United Kingdom,ANTIQUE GLASS PEDESTAL BOWL,-3
2218,2011,5,United Kingdom,ANTIQUE SILVER T-LIGHT GLASS,-24
2219,2011,5,United Kingdom,ANTIQUE SILVER TEA GLASS ENGRAVED,-2
2220,2011,5,United Kingdom,ANTIQUE TALL SWIRLGLASS TRINKET POT,-1
2221,2011,5,United Kingdom,AREA PATROLLED METAL SIGN,-1
2222,2011,5,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,-1
2223,2011,5,United Kingdom,ASSORTED COLOUR T-LIGHT HOLDER,-3
2224,2011,5,United Kingdom,ASSORTED CREEPY CRAWLIES,-24
2225,2011,5,United Kingdom,ASSORTED TUTTI FRUTTI PEN,-12
2226,2011,5,United Kingdom,ASSORTED TUTTI FRUTTI SMALL PURSE,-1
2227,2011,5,United Kingdom,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,-12
2228,2011,5,United Kingdom,BAG 125g SWIRLY MARBLES,-1
2229,2011,5,United Kingdom,BAKING MOULD EASTER EGG MILK CHOC,-12
2230,2011,5,United Kingdom,BAKING SET 9 PIECE RETROSPOT ,-7
2231,2011,5,United Kingdom,BAKING SET SPACEBOY DESIGN,-1
2232,2011,5,United Kingdom,BEACH HUT DESIGN BLACKBOARD,-1
2233,2011,5,United Kingdom,BIRDHOUSE DECORATION MAGIC GARDEN,-4
2234,2011,5,United Kingdom,BISCUIT TIN VINTAGE GREEN,-2
2235,2011,5,United Kingdom,BISCUIT TIN VINTAGE RED,-2
2236,2011,5,United Kingdom,BLACK CANDELABRA T-LIGHT HOLDER,-24
2237,2011,5,United Kingdom,BLACK DINER WALL CLOCK,-2
2238,2011,5,United Kingdom,BLUE CHECK BAG W HANDLE 34X20CM,-1
2239,2011,5,United Kingdom,BLUE FLOCK GLASS CANDLEHOLDER,-6
2240,2011,5,United Kingdom,BLUE GIANT GARDEN THERMOMETER,-4
2241,2011,5,United Kingdom,BLUE HAPPY BIRTHDAY BUNTING,-20
2242,2011,5,United Kingdom,BLUE NEW BAROQUE CANDLESTICK CANDLE,-1
2243,2011,5,United Kingdom,BLUE PAPER PARASOL ,-1
2244,2011,5,United Kingdom,BLUE POLKADOT BEAKER ,-2
2245,2011,5,United Kingdom,BLUE POLKADOT CUP,-3
2246,2011,5,United Kingdom,BLUE POLKADOT GARDEN PARASOL,-3
2247,2011,5,United Kingdom,BLUE SCOTTIE DOG W FLOWER PATTERN,-3
2248,2011,5,United Kingdom,BLUE SPOT CERAMIC DRAWER KNOB,-1
2249,2011,5,United Kingdom,BOYS VINTAGE TIN SEASIDE BUCKET,-8
2250,2011,5,United Kingdom,BREAD BIN DINER STYLE IVORY,-10
2251,2011,5,United Kingdom,BREAD BIN DINER STYLE PINK,-2
2252,2011,5,United Kingdom,BREAD BIN DINER STYLE RED ,-2
2253,2011,5,United Kingdom,BULL DOG BOTTLE OPENER,-8
2254,2011,5,United Kingdom,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,-1
2255,2011,5,United Kingdom,Bank Charges,-3
2256,2011,5,United Kingdom,CAKE STAND 3 TIER MAGIC GARDEN,-25
2257,2011,5,United Kingdom,CANDLEHOLDER PINK HANGING HEART,-6
